categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,fuente,jurisdiccion,año_inauguracion,IDSInCA
Espacios de Exhibición Patrimonial,Museos,Chubut,Sarmiento,Museo Regional Desiderio Torres,20 de Junio 114,,U9020ABD,297,489 3401 INT. 226,,,DNPyM,Municipal,1972,300897
Espacios de Exhibición Patrimonial,Museos,Chubut,Trelew,Museo Municipal De Artes Visuales,Mitre 350,,U9100HNH,280,443 3774,cultura@trelew.gov.ar,www.trelew.gov.ar,DNPyM,Municipal,,300939
Espacios de Exhibición Patrimonial,Museos,Chubut,Trelew,Museo Pueblo De Luis,Avda. 9 de Julio y Avda. Fontana,,U9100BYN,280,442 4062,,,DNPyM,Municipal,1984,300940
Espacios de Exhibición Patrimonial,Museos,Chubut,Trelew,Museo Paleontológico Egidio Feruglio,Av. Fontana 140,,U9100GYO,280,443 2100,info@mef.org.ar,www.mef.org.ar,DNPyM,,1999,300941
Espacios de Exhibición Patrimonial,Museos,Chubut,Trevelin,Museo Nuestras Raíces,Ruta Provincial Nº 34 (A 7 Km de Trevelin),,9203,2945,480 881,,,DNPyM,Municipal,,300947
Espacios de Exhibición Patrimonial,Museos,Chubut,Trevelin,Museo Regional,Molino Viejo 488,,9203,2945,480 881,archivohistoricotrevelin@gmail.com ,,DNPyM,Municipal,1971,300948
Espacios de Exhibición Patrimonial,Museos,Chubut,Trevelin,Museo Cartref Taid (Hogar Del Abuelo),El Malacara S/N,,9203,2945,480 108,,,DNPyM,Privada,1995,300949
Espacios de Exhibición Patrimonial,Museos,Chubut,Trevelin,"Molino Nant Fach, Thomás Dalar Evans","Ruta 259, Km 56",,9203,2945,15 465 045,,,DNPyM,Privada,1996,300950
Espacios de Exhibición Patrimonial,,Chubut,Biedma,Centro De Visitantes Istmo C. Ameghino,Itsmo de la Península de Valdés,,9121,280,4450489,recepcion@peninsulavaldes.org.ar,www.peninsulavaldes.org.ar,Gobierno de la Provincia de Chubut / SInCA 2013,,,301082
Espacios de Exhibición Patrimonial,,Chubut,Puerto Madryn,Ecocentro,Julio Verne 3784,,9120,280,4457470,amigos@ecocentro.org.ar,www.ecocentro.org.ar,Gobierno de la Provincia de Chubut / SInCA 2013,,,301092
Espacios de Exhibición Patrimonial,,Chubut,Rawson,Aquavida- Centro De Interpretación De La Biodiversidad Regional,Av. Rawson S/N (frente a la plaza Luis Piedra Buena),,9103,280,4481990,acuavidaplayaunion@gmail.com,,Gobierno de la Provincia de Chubut / SInCA 2013,,,301093
Espacios de Exhibición Patrimonial,,Chubut,Puerto Madryn,Museo Municipal de Arte,Av. Roca 444,,9120,,,museodearte@madryn.gov.ar,,Municipalidad de Puerto Madryn,Municipal,1996,301106
Espacios de Exhibición Patrimonial,,Chubut,Puerto Madryn,Museo Histórico Juan Meisen Ebene,1ro. de marzo y Ciudad de Nefyn,,9120,,,,,Municipalidad de Puerto Madryn,Municipal,2013,301107
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Malvinas E Islas Del Atlántico Sur,Av. del Libertador 8151,,C1429BNB,11,4701 7083,,,DNPyM,Nacional,,300128
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Maquetas,Ciudad Universitaria - Pabellón iii,,1428,11,4789 6200,,,DNPyM,Nacional,,300129
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Matemática Mateuba,"Ciudad Universitaria, pabellón i, 2do. Piso",,1428,11,4576 3335,,,DNPyM,Nacional,,300130
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Mineralogía Dra. Elmira Inés Mórtola,Ciudad Universitaria pabellón ii,,1428,11,4576 3300 INT. 284,,,DNPyM,Nacional,,300131
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Líbero Badii,11 de Setiembre 1990,,C1428AID,11,4784 8650,,,DNPyM,Privada,,300132
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Patricios De Buenos Ayres,Av. Int. Bullrich 481,,C1425FTE,11,4576 5537 INT. 5448,,,DNPyM,Nacional,,300133
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Latinoamericano De Buenos Aires Malba - Fundación Constantín,Av. Figueroa Alcorta 3415,,C1425CLA,11,4808 6500,,,DNPyM,Privada,,300134
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Automóvil Club Argentino,Avda. del Libertador 1850,,C1425AAR,11,4801 5675,relinsti@aca.org.ar,,DNPyM,Privada,,300135
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Y Archivo Histórico De La Facultad De Derecho De La Universidad De Buenos Aires,Av. Figueroa Alcorta 2263,,C1425CKB,11,4809 5638,,,DNPyM,Nacional,,300136
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Fotográfico Simik,Av. Federico Lacroze 3901,,C1427EDE,11,4554 5529,,,DNPyM,Privada,,300137
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Bellas Artes,Avda. del Libertador 1473,,C1425AAA,11,4803 8817,,,DNPyM,Nacional,,300138
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palais De Glace - Palacio Nacional De Las Artes,Posadas 1725,,C1112ADE,11,4804 1163,,,DNPyM,Nacional,,300139
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arquitectura Y Diseño,Avda. del Libertador 999,,C1001ABJ,11,4800 1888,,,DNPyM,Privada,,300140
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Claustros Del Pilar,Junín 1904,,C1113AAX,11,4803 6793,,,DNPyM,Privada,,300141
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Notario Roberto Mario Arata,Guido 1841,,C1119AAA,11,4804 7743,,,DNPyM,Nacional,,300142
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Padre Cool,Junín 1223,,C1113AAI,11,4821 8146,,,DNPyM,Privada,,300143
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Del Teatro,Av. Santa Fe 1243,,C1059ABG,11,4811 7678,,,DNPyM,Privada,,300144
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comisión De Historia Y Museo De Odontología De La Asociación Odontológica Argentina,Junín 959,,C1113AAC,11,4961 6141,,,DNPyM,Privada,,300145
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Historia De La Cirugía Vicente Aníbal Risolía,Paraguay 2155,,C1121ABG,11,5950 9500 INT. 2104,,,DNPyM,,,300146
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Holocausto,Montevideo 919,,C1019ABS,11,4811 3588,informaciones@fmh.org.ar,,DNPyM,,,300147
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Forense De La Justicia Nacional Dr. Juan Bautista Bafico,Junín 760,,C1026ABP,11,4374 2035,,,DNPyM,Nacional,,300148
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller Museo Gyula Kosice,Humahuaca 4662,,C1192ACP,11,4801 8615,,,DNPyM,Privada,,300149
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Batato Barea,"Tucumán 3054, dpto. 11",,C1189AAH,11,4962 2592,,,DNPyM,Privada,,300150
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Colegio  De La Salle De Ciencias Naturales Y Del Hombre,Riobamba 650,,C1025ABN,11,4374 6449,dirgral@delasalle.esc.edu.ar,,DNPyM,Privada,,300151
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Carlos Gardel,Jean Jaurés 735,,C1215ACM,11,4964 2015,,,DNPyM,Municipal,,300152
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buque Museo Corbeta A.R.A. Uruguay,"Puerto Madero, dique 4",,1104,11,4314 1090,,www.ara.mil.ar,DNPyM,Nacional,,300153
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Niños Abasto,"Av. Corrientes 3247, segundo nivel del Shopping Abasto",,C1193AAE,11,4861 2325,,,DNPyM,Privada,,300154
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mitre,San Martín 336,,C1004AAH,11,4394 7659,,,DNPyM,Nacional,,300155
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Mujer,Pasaje Rivarola 175,,C1015AAA,11,4383 9054,,,DNPyM,Privada,,300156
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mundial Del Tango De La Ademia Nacional,Rivadavia 830,,C1002AAT,11,4345 6967,,,DNPyM,,,300157
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Honorable Cámara De Diputados,Av. Rivadavia 1864,,C1033AAV,11,6310 7100 INT. 3633,,,DNPyM,Nacional,,300158
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco - Sede Casa Fernández Blanco,Hipólito Irigoyen 1420,,C1089AAB,11,4326 3396,,,DNPyM,Gobierno de la Ciudad,,300159
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Parlamentario Senador Domingo Faustino Sarmiento,Hipólito Irigoyen 1702,,C1089AAH,11,4010 3020,dcampos@senado.gov.ar,www.senado.gov.ar,DNPyM,Nacional,,300160
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Bicentenario,Av. Paseo Colón 100,,C1063ACN,11,4344 3802,,,DNPyM,,,300161
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Participativo Minero - Mumin,Avda. Diagonal Sur Julio A. Roca 651 p.b.,,C1067ABB,11,4349 4450,,,DNPyM,Nacional,,300162
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Complejo Histórico Cultural Manzana De Las Luces,Perú 272,,C1067AAF,11,4342 9930,,,DNPyM,Nacional,,300163
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico Juan Bautista Ambrosetti,Moreno 350,,C1091AAH,11,4331 7788,,,DNPyM,Nacional,,300164
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Luz,Boyacá 1553,,C1416AAI,11,4582 1922,,,DNPyM,Privada,,300165
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Santo Domingo,Defensa 422 / Av. Belgrano s/n,,C1065AAH,11,4331 1668 INT. 102,,,DNPyM,Privada,,300166
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Fotografía Humberto F. Zappa,Avda. Paseo Colón 470,,C1063ACR,11,4331 9734,,,DNPyM,Privada,,300167
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Marcapasos Y Precursores De La Medicina Moderna,Catamarca 536,,C1231AAB,11,4931 2560,,,DNPyM,Nacional,,300168
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Psicología Argentina Horacio Piñero,Av. Independencia 3065,,C1225AAM,11,4957 4348 INT. 116,,,DNPyM,,,300169
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Fundación Museo Del Automóvil De La Ciudad De Buenos Aires,Irigoyen 2265,,C1408CPU,11,4644 0828,,,DNPyM,Privada,,300170
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Moderno De La Ciudad De Buenos Aires,Avda. San Juan 350,,C1147AAO,11,4342 2970,mamba@xlnet.com.ar,,DNPyM,Municipal,,300171
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Calcos Y Escultura Comparada Ernesto De La Cárcova,Avda. España 1701,,C1107CND,11,4361 4419,,,DNPyM,Nacional,,300172
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Itinerante De Arte Contemporáneo Del Mercosur,av. Caseros 2739,,C1264AAH,11,4941 5478,,,DNPyM,Privada,,300173
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Memorias De San Juan Evangelista,Olavarría 486,,C1162ABJ,11,4302 2194,,,DNPyM,Privada,,300174
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Pasión Boquense,Brandsen 805,,C1161AAQ,11,4362 1100,,,DNPyM,Privada,,300175
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Corrales Viejos De Parque Patricios,Zavaleta 140,,C1437EYD,11,4308 0056,,,DNPyM,Privada,,300176
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Museo Maguncia. Museo Del Papel, Grabado Y Estampa",Av. Pedro de Mendoza 1855,,C1169AAC,11,4116 5550,,,DNPyM,Privada,,300177
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Bellas Artes Al Aire Libre Caminito,"Pasaje Caminito, entre Magallanes y Gral. Gregorio Aráoz de Lamadrid",,1427,11,4114 5736,,,DNPyM,Municipal,,300178
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales De Especialidad Zoológica Médica,Av. Vélez Sársfield 563,,C1282AFF,11,4301 2888,,,DNPyM,Nacional,,300179
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Balanza,California 2000,,C1289AAN,11,4303 0000,,,DNPyM,,,300180
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller-Museo José Pallarols Torrás,Defensa 1094,,C1065AAT,11,4361 7360,pallarols@sion.com.ar,,DNPyM,Privada,,300181
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico De Las Obras Misionales Pontificias,Medrano 735,,C1179AAM,11,4863 1357,ompar@sion.com,,DNPyM,Privada,,300182
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Anestesiología Y Biblioteca Histórica,Fragata Sarmiento 541,,C1405APC,11,4433 0023 INT. 108,museo@aaarba.org,,DNPyM,Privada,,300183
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Artes Plásticas Eduardo Sívori,Avda. Infanta Isabel 555,,C1425ABX,11,4778 3899,,,DNPyM,Municipal,,300184
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Regimiento Granaderos A Caballo Gral. San Martín,Luis María Campos 554,,C1426BOQ,11,4576 5666 INT. 211,,,DNPyM,Nacional,,300185
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Inmigración,Avda. Antártida Argentina 1355,,C1104ACA,11,4317 0285,,,DNPyM,Nacional,,300186
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales Del Colegio San José,Bartolomé Mitre 2455,,C1029AAM,11,4951 4303,,,DNPyM,Privada,1918,300187
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Buenos Aires Brigadier General Cornelio De Saavedra,Crisólogo Larralde 6309,,C1431AQG,11,4572 0746,museosaavedra@uolsinectis.com.ar,,DNPyM,Municipal,1925,300188
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo S.E. Casa De La Moneda,Av. Antártida Argentina 2085,,C1104ACH,11,5776 3545,,,DNPyM,,1931,300189
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Sarmiento,Juramento 2180,,C1428DNJ,11,4781 2989,,,DNPyM,Nacional,1942,300190
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Nacional Del Cabildo De Buenos Aires Y De La Revolución De Mayo,Bolívar 65,,C1066AAA,11,4334 1782,,,DNPyM,Nacional,1943,300191
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Armas De La Nación Tte. Gral. Pablo Riccheri,Av. Santa Fe 702-750,,C1059ABO,11,4311 1071 INT. 179,museo@circulumilitar.org,,DNPyM,Nacional,1944,300192
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Popular José Hernández,Avda. del Libertador 2373,,C1425AAJ,11,4803 2384,,,DNPyM,Municipal,1952,300193
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Yrurtia,O'Higgins 2390,,C1428AGL,11,5411 4781,museocasayrurtia@fibertel.com.ar,,DNPyM,Nacional,1953,300194
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Serpentario,Avda. Vélez Sarsfield 563,,C1282AFF,11,4301 2888,adolab@anlis.gov.ar,,DNPyM,Nacional,1957,300195
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Rosada,Hipólito Irigoyen 219,,C1086AAA,11,4344 3802,Museo@presidencia.gov.ar,,DNPyM,Nacional,1961,300196
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Ricardo Rojas - Instituto De Investigaciones Literarias,Charcas 2837,,C1425BMG,11,4824 4039,casadericardorojas@hotmail.com,,DNPyM,Nacional,1962,300197
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Del Grabado,Agüero 2502. Sede ubicada en el predio de la Biblioteca Nacional,,C1425EID,11,4802 3295,,,DNPyM,Nacional,1964,300198
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Criollo De Los Corrales,Avda. de los Corrales 6476,,C1440BBN,11,4687 1949,,,DNPyM,Privada,1967,300199
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Arte Oriental,Avda. del Libertador 1902,,C1425AAS,11,4801 5988,,,DNPyM,Nacional,1970,300200
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Ciudad,Defensa 219,,C1065AAC,11,4331 9855,,,DNPyM,Municipal,1972,300201
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Monumento Antiguo Recinto Del Congreso Nacional,Balcarce 139,,C1064AAC,11,4331 5147,,,DNPyM,Nacional,1975,300202
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Historia Del Traje,Chile 832,,C1098AAR,11,4343 8427,,,DNPyM,Nacional,1976,300203
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo General Belgrano,Saráchaga 4906,,C1407EGP,11,4671 6464,,,DNPyM,Privada,1984,300204
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Penitenciario Argentino Antonio Ballvé,Humberto 1° 378,,C1103ACH,11,4361 0917 INT. 107,,,DNPyM,Nacional,1984,300205
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Cera,Dr. Enrique del Valle Iberlucea 1261,,C1160ABM,11,4301 1497,,,DNPyM,Privada,1984,300206
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Sacro María Antonia De San José - Santa Casa De Ejercicios Espirituales,Avda. Independencia 1190,,C1099AAY,11,4304 0984,artesacro@csel.com,,DNPyM,Privada,1987,300207
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Esculturas Luis Perlotti,Pujol 644,,C1405ALD,11,4431 2825,,,DNPyM,Municipal,1994,300208
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Patología De La Universidad De Buenos Aires,J.E.Uriburu 950,,C1114AAD,11,4508 3602,,,DNPyM,Nacional,1998,300209
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Argentino Del Títere,Piedras 905,,C1070AAS,11,4304 4376,sarahbianchi@museoargdeltitere.com.ar,,DNPyM,Privada,2000,300210
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Houssay De Historia De La Ciencia Y La Tecnología,Paraguay 2155,,C1121ABG,11,5950 9602 INT. 2104,,,DNPyM,Nacional,2001,300211
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Taller Celia Chevalier,Irala 1162,,C1164ACB,11,4302 2337,,,DNPyM,Privada,2002,300212
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Las Escuelas,Montevideo 950,,C1019ABT,11,4129 1000 INT. 7040,,,DNPyM,Municipal,2006,300213
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Emigración Gallega En La Argentina,Chacabuco 955,,C1069AAS,11,4362 5963,,,DNPyM,Privada,2007,300214
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Tiro Federal Argentino,Avda. del Libertador 6935,,C1429BMC,11,4782 4000,,,DNPyM,Privada,2007,300215
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Monte De Piedad,Avda. Boedo 870,,C1218AAR,11,4931 8204,,,DNPyM,Municipal,2007,300216
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo San Telmo,Humberto 1° 340,,C1103ACH,11,4361 1168,,,DNPyM,Privada,2009,300217
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Argentino De Ciencias Naturales Bernardino Rivadavia,Avda. Ángel gallardo 490,,C1405DJR,11,4982 0306,info@macn.gov.ar,,DNPyM,Nacional,1823,300218
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Nacional,Defensa 1600,,C1143AAH,11,4307 3157,,,DNPyM,Nacional,1891,300219
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Policial,San Martín 353,,C1004AAG,11,4394 6857,,,DNPyM,Nacional,1899,300220
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Fármacobotánica Juan A. Domínguez,Junín 956,,C1113AAD,11,4964 8235,secretaria@farmacobotanica.org.ar,,DNPyM,Nacional,1900,300221
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Tecnológico Ing. Eduardo Latzina,Avda. Paseo Colón 650,,C1063ACT,11,4331 6865,otokrause@impsat1.com.ar,,DNPyM,Municipal,1913,300222
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco - Sede Palacio Noel,Suipacha 1422,,C1011ACF,11,4326 3396,,,DNPyM,Gobierno de la Ciudad,1922,300223
Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco,Suipacha 1422,,C1011ACF,11,4326 3396,info_mifb@fibertel.com.ar,,DNPyM,Municipal,1922,300224
